title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,amenities_old,desc_nlp,title_nlp,city
Well-Located 1BR Apartment in Erbil,1.0,1.0,1044,"Boulevard, Erbil",https://homele.com/properties/well-located-1br-apartment-in-erbil-74211,"Apartment For Sale, located in Erbil, Boulevard, with an area of 97m, the price is $102,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 2","['parking', 'security', 'balcony']",Apartment,102500,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",apartment sale located erbil boulevard area 97m price 102 500 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 2,well located 1br apartment erbil,Erbil
Spacious Furnished Apartment in Sulaymaniyah,3.0,2.0,1614,"Shari Pzishkan, Sulaymaniyah",https://homele.com/properties/spacious-furnished-apartment-in-sulaymaniyah-82859,"Furnished Apartment For Sale, located in Sulaymaniyah, Shari Pzishkan, with an area of 150m, the price is $80,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 9","['parking', 'balcony']",Apartment,80000,IRAQ,"['Balcony', 'Parking Spaces', 'Electricity Generator', 'Central Heating', 'Double Glazed Windows', 'Storage Space']",furnished apartment sale located sulaymaniyah shari pzishkan area 150m price 80 000 consists 3 bedroom 1 kitchen 1 living room 2 bathroom floor number 9,spacious furnished apartment sulaymaniyah,Sulaymaniyah
Corner Apartment,2.0,2.0,1937,"Vana Towers, Erbil",https://homele.com/properties/corner-apartment-82690,"Apartment For Sale, located in Erbil, Vana Towers, with an area of 180m, the price is $135,000. - Internal View Apartment - Building C Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'air_conditioning', 'security']",Apartment,135000,IRAQ,"['Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil vana tower area 180m price 135 000 internal view apartment building c consists 2 bedroom 1 kitchen 1 hall 2 bathroom,corner apartment,Erbil
Luxurious Apartment with 2 Bedrooms,2.0,2.0,2163,"Swiss Compound, Baghdad",https://homele.com/properties/luxurious-apartment-with-2-bedrooms-82095,"Apartment For Sale, located in Baghdad, Swiss Compound, with an area of 201m, the down payment price is $22,914. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 18","['parking', 'air_conditioning', 'balcony']",Apartment,286425,IRAQ,"['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'Satellite/Cable TV']",apartment sale located baghdad swiss compound area 201m payment price 22 914 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 18,luxurious apartment 2 bedroom,Baghdad
Spacious Family Home in Kirkuk,4.0,2.0,2152,"Spanish Village, Kirkuk",https://homele.com/properties/spacious-family-home-in-kirkuk-82866,"Normal House For Sale, located in Kirkuk, Spanish Village, with an area of 200m, the price is IQD 200,000,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['electricity', 'balcony']",House,141044,IRAQ,"['Balcony', 'Double Glazed Windows', 'Storage Space', '24hr Electricity', 'Internet', 'Green Area']",normal house sale located kirkuk spanish village area 200m price iqd 200 000 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,spacious family home kirkuk,Kirkuk
Apartment with 4 Bedrooms,4.0,4.0,2960,"Downtown, Baghdad",https://homele.com/properties/apartment-with-4-bedrooms-80544,"Apartment For Sale, located in Baghdad, Downtown, with an area of 275m, the price is IQD 591,250,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 4 Bathrooms","['parking', 'air_conditioning', 'balcony']",Apartment,416961,IRAQ,"['Balcony', 'Parking Spaces', 'Electricity Generator', 'Central Air-Conditioner', 'Double Glazed Windows', 'Satellite/Cable TV']",apartment sale located baghdad downtown area 275m price iqd 591 250 000 consists 4 bedroom 1 kitchen 1 hall 4 bathroom,apartment 4 bedroom,Baghdad
Apartment in Installment,2.0,2.0,1689,"English Tower, Erbil",https://homele.com/properties/apartment-in-installment-71085,"Apartment For Sale, located in Erbil, English Tower, with an area of 157m, the price is $167,990. - Building A5 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 3","['parking', 'security', 'balcony']",Apartment,167990,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil english tower area 157m price 167 990 building a5 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 3,apartment installment,Erbil
Family Home with 4 Bedrooms,4.0,2.0,2152,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/family-home-with-4-bedrooms-76079,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m, the price is IQD 180,000,000. - Type A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['security', 'electricity', 'balcony']",House,126940,IRAQ,"['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",house sale located kirkuk louloua residential compound area 200m price iqd 180 000 000 type consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,family home 4 bedroom,Kirkuk
Modern Apartment For Sale,2.0,1.0,1614,"Buruj Residential Complex, Baghdad",https://homele.com/properties/modern-apartment-for-sale-68998,"Apartment For Sale, located in Baghdad, Buruj Residential Complex, with an area of 149.98m, the price is $272,964. - Building Laguna D Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom","['air_conditioning', 'security', 'balcony']",Apartment,272964,IRAQ,"['Balcony', 'Central Air-Conditioner', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff']",apartment sale located baghdad buruj residential complex area 149 98m price 272 964 building laguna consists 2 bedroom 1 kitchen 1 hall 1 bathroom,modern apartment sale,Baghdad
Luxury 4 Bedroom Apartment,4.0,3.0,2098,"Emperor Hills Complex, Baghdad",https://homele.com/properties/luxury-4-bedroom-apartment-71733,"University Teachers Offers: * The Down Payment has been increased to 19,012,500 IQD (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 195m, the price is IQD 380,250,000. - Building B4 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 7","['parking', 'security', 'balcony']",Apartment,268160,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",university teacher offer payment increased 19 012 500 iqd 5 information offer please contact sale center apartment sale located baghdad emperor hill complex area 195m price iqd 380 250 000 building b4 consists 4 bedroom 1 kitchen 1 hall 3 bathroom floor number 7,luxury 4 bedroom apartment,Baghdad
Modern Apartment with 2 Bedrooms,2.0,2.0,1797,"Alaska Towers, Erbil",https://homele.com/properties/modern-apartment-with-2-bedrooms-73342,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 167m, the price is $128,860. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 13","['parking', 'security', 'balcony']",Apartment,128860,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil alaska tower area 167m price 128 860 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 13,modern apartment 2 bedroom,Erbil
Apartment in Installment,2.0,2.0,1636,"Wais Tower, Sulaymaniyah",https://homele.com/properties/apartment-in-installment-65320,"Apartment For Sale, located in Sulaymaniyah, Wais Tower, with an area of 152.2m, the price is $106,400. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['air_conditioning', 'security', 'balcony']",Apartment,106400,IRAQ,"['Balcony', 'Electricity Generator', 'Central Air-Conditioner', 'Double Glazed Windows', 'CCTV Security', 'Waste Disposal']",apartment sale located sulaymaniyah wais tower area 152 2m price 106 400 consists 2 bedroom 1 kitchen 1 hall 2 bathroom,apartment installment,Sulaymaniyah
Apartment (223m²),3.0,3.0,2400,"London Towers, Erbil",https://homele.com/properties/apartment-223m2-65577,"Apartment For Sale, located in Erbil, London Towers, with an area of 223m, the price is $220,770. - Building A Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms","['air_conditioning', 'security', 'sports_recreation', 'electricity']",Apartment,220770,IRAQ,"['Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'Security Staff', '24hr Electricity', 'Playground']",apartment sale located erbil london tower area 223m price 220 770 building consists 3 bedroom 1 kitchen 1 hall 3 bathroom,apartment 223m,Erbil
Apartment (206m²),3.0,2.0,2217,"Pak Towers, Sulaymaniyah",https://homele.com/properties/apartment-206m2-65674,"Apartment For Sale, located in Sulaymaniyah, Pak Towers, with an area of 206m, the price is $185,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'air_conditioning', 'balcony']",Apartment,185000,IRAQ,"['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'Storage Space']",apartment sale located sulaymaniyah pak tower area 206m price 185 000 consists 3 bedroom 1 kitchen 1 hall 2 bathroom,apartment 206m,Sulaymaniyah
"Building A5, 17th floor, No.10",2.0,2.0,1506,"Asco International City, Erbil",https://homele.com/properties/building-a5-17th-floor-no10-66300,"Apartment For Sale, located in Erbil, Asco International City, with an area of 140m, the price is $116,200. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 17","['parking', 'air_conditioning', 'balcony']",Apartment,116200,IRAQ,"['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'Storage Space', 'Satellite/Cable TV']",apartment sale located erbil asco international city area 140m price 116 200 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 17,building a5 17th floor 10,Erbil
Corner Apartment,1.0,1.0,968,"Ganjan Life, Erbil",https://homele.com/properties/corner-apartment-83403,"Apartment For Sale, located in Erbil, Ganjan Life, with an area of 90m, the price is $65,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 14",[],Apartment,65000,IRAQ,[],apartment sale located erbil ganjan life area 90m price 65 000 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 14,corner apartment,Erbil
Apartment (181m²),3.0,2.0,1948,"Royal City, Sulaymaniyah",https://homele.com/properties/apartment-181m2-65378,"Apartment For Sale, located in Sulaymaniyah, Royal City, with an area of 181m, the price is $101,360. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'security']",Apartment,101360,IRAQ,"['Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Storage Space', 'Satellite/Cable TV', 'CCTV Security']",apartment sale located sulaymaniyah royal city area 181m price 101 360 consists 3 bedroom 1 kitchen 1 hall 2 bathroom,apartment 181m,Sulaymaniyah
Residential Plot (300m²),3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-300m2-83414,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 300m, the price is $92,500.",[],Residential Plot,92500,IRAQ,[],residential plot sale located erbil baghlumnara area 300m price 92 500,residential plot 300m,Erbil
Modern Family Home in Erbil,4.0,2.0,2475,"Hiwa City, Erbil",https://homele.com/properties/modern-family-home-in-erbil-83389,"House For Sale, located in Erbil, Hiwa City, with an area of 230m, the price is $210,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 2",[],House,210000,IRAQ,[],house sale located erbil hiwa city area 230m price 210 000 negotiable consists 4 bedroom 2 kitchen 1 living room 1 hall 2 bathroom floor number 2,modern family home erbil,Erbil
3 Bedroom Apartment in Sulaymaniyah,3.0,2.0,2055,"Infinity Towers, Sulaymaniyah",https://homele.com/properties/3-bedroom-apartment-in-sulaymaniyah-66135,"Apartment For Sale, located in Sulaymaniyah, Infinity Towers, with an area of 191m, the price is $155,000. - Type A Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 11","['security', 'balcony']",Apartment,155000,IRAQ,"['Balcony', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located sulaymaniyah infinity tower area 191m price 155 000 type consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 11,3 bedroom apartment sulaymaniyah,Sulaymaniyah
Spacious 2-Bedroom Apartment in Siraj Towers,2.0,2.0,1442,"Siraj Towers, Erbil",https://homele.com/properties/spacious-2-bedroom-apartment-in-siraj-towers-83396,"Apartment For Sale, located in Erbil, Siraj Towers, with an area of 134m, the price is $118,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 18","['parking', 'security', 'electricity', 'balcony']",Apartment,118000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil siraj tower area 134m price 118 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 18,spacious 2 bedroom apartment siraj tower,Erbil
Apartment in Installment,1.0,1.0,1313,"Siraj Towers, Erbil",https://homele.com/properties/apartment-in-installment-83395,"Apartment For Sale, located in Erbil, Siraj Towers, with an area of 122m, the price is $102,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 16",[],Apartment,102000,IRAQ,[],apartment sale located erbil siraj tower area 122m price 102 000 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 16,apartment installment,Erbil
Two Floor House,4.0,3.0,1614,"Hiwa City, Erbil",https://homele.com/properties/two-floor-house-83388,"House For Sale, located in Erbil, Hiwa City, with an area of 150m, the price is $160,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",[],House,160000,IRAQ,[],house sale located erbil hiwa city area 150m price 160 000 negotiable consists 4 bedroom 2 kitchen 1 living room 1 hall 3 bathroom floor number 2,two floor house,Erbil
House (No. 221),4.0,3.0,2583,"Crystal City, Kirkuk",https://homele.com/properties/house-no-221-68538,"House For Sale, located in Kirkuk, Crystal City, with an area of 200m, the price is IQD 225,000,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2","['parking', 'security', 'balcony']",House,158675,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",house sale located kirkuk crystal city area 200m price iqd 225 000 000 consists 4 bedroom 2 kitchen 1 living room 1 hall 3 bathroom floor number 2,house 221,Kirkuk
Spacious Kirkuk House,4.0,2.0,2152,"Aram City 3, Kirkuk",https://homele.com/properties/spacious-kirkuk-house-58969,"House For Sale, located in Kirkuk, Aram City 3, with an area of 200m, the price is IQD 225,000,000. - A-184 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['parking', 'security', 'balcony']",House,158675,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",house sale located kirkuk aram city 3 area 200m price iqd 225 000 000 184 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,spacious kirkuk house,Kirkuk
House in Cash,4.0,2.0,1937,"Bawabat Kirkuk, Kirkuk",https://homele.com/properties/house-in-cash-58612,"House For Sale, located in Kirkuk, Bawabat Kirkuk, with an area of 180m, the price is IQD 162,000,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['security', 'electricity', 'balcony']",House,114246,IRAQ,"['Balcony', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",house sale located kirkuk bawabat kirkuk area 180m price iqd 162 000 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,house cash,Kirkuk
Apartment (111m²),3.0,1.0,1194,"Bardasur Heights, Kalar",https://homele.com/properties/apartment-111m2-64909,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m, the price is $63,000. - Corner, Sulaymanya & Rizgary view - Building A7 Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['parking', 'security', 'balcony']",Apartment,63000,IRAQ,"['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located kalar bardasur height area 111m price 63 000 corner sulaymanya rizgary view building a7 payment plan payment 6 500 6 month 5 000 6 month 5 000 monthly installment 24 month 350 handover key 7 500 monthly installment 350 consists 3 bedroom 1 kitchen 1 living room 1 bathroom,apartment 111m,Kalar
House (240m²),5.0,4.0,2583,"Royal City, Kalar",https://homele.com/properties/house-240m2-58008,"House For Sale, located in Kalar, Royal City, with an area of 240m, the price is $202,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms","['security', 'electricity', 'balcony']",House,202000,IRAQ,"['Balcony', 'Double Glazed Windows', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Internet']",house sale located kalar royal city area 240m price 202 000 consists 5 bedroom 1 kitchen 1 living room 1 hall 4 bathroom,house 240m,Kalar
House (Silver Offer),2.0,1.0,1937,"Jaff City, Kalar",https://homele.com/properties/house-silver-offer-58702,"House (Silver Offer with %7 discount) For Sale, located in Kalar, Jaff City, with an area of 180m, the price is $63,600. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 1 Bathroom","['security', 'electricity', 'balcony']",House,63600,IRAQ,"['Balcony', 'Double Glazed Windows', 'Security Staff', 'Waste Disposal', '24hr Electricity', 'Internet']",house silver offer 7 discount sale located kalar jaff city area 180m price 63 600 consists 2 bedroom 1 kitchen 1 living room 1 hall 1 bathroom,house silver offer,Kalar
Corner House (198m²),2.0,1.0,2131,"Hiwa City, Kalar",https://homele.com/properties/corner-house-198m2-57352,"House For Sale, located in Kalar, Hiwa City, with an area of 198m, the price is $84,150. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['security', 'sports_recreation', 'electricity']",House,84150,IRAQ,"['CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Playground', 'Green Area']",house sale located kalar hiwa city area 198m price 84 150 consists 2 bedroom 1 kitchen 1 living room 1 bathroom,corner house 198m,Kalar
Corner House,2.0,2.0,1937,"Shari Shko, Kalar",https://homele.com/properties/corner-house-67620,"House (Diamond Offer) For Sale, located in Kalar, Shari Shko, with an area of 180m, the price is $58,500. - Type B Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms","['parking', 'security', 'electricity']",House,58500,IRAQ,"['Parking Spaces', 'Double Glazed Windows', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Internet']",house diamond offer sale located kalar shari shko area 180m price 58 500 type b consists 2 bedroom 1 kitchen 1 living room 2 bathroom,corner house,Kalar
Apartment (6th floor),1.0,1.0,871,"Shari Sharan, Sulaymaniyah",https://homele.com/properties/apartment-6th-floor-58700,"Apartment For Sale, located in Sulaymaniyah, Shari Sharan, with an area of 81m, the price is $39,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - floor number: 6","['parking', 'security', 'balcony']",Apartment,39500,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Storage Space', 'CCTV Security']",apartment sale located sulaymaniyah shari sharan area 81m price 39 500 consists 1 bedroom 1 kitchen 1 living room 1 bathroom floor number 6,apartment 6th floor,Sulaymaniyah
House (200m²),4.0,2.0,2152,"Soma City, Kirkuk",https://homele.com/properties/house-200m2-58759,"House (Type D) For Sale, located in Kirkuk, Soma City, with an area of 200m, the price is IQD 235,000,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['air_conditioning', 'security', 'balcony']",House,165727,IRAQ,"['Balcony', 'Central Air-Conditioner', 'Satellite/Cable TV', 'CCTV Security', 'Security Staff', 'Waste Disposal']",house type sale located kirkuk soma city area 200m price iqd 235 000 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,house 200m,Kirkuk
Apartment in Installment,3.0,2.0,1776,"New Chwar Chra, Sulaymaniyah",https://homele.com/properties/apartment-in-installment-52114,"Apartment For Sale, located in Sulaymaniyah, Chwar Chray Nwe, with an area of 165m, the price is $112,000. Payment Plan: - Down payment 10,000$ - Monthly Installment (Year 1 and 2) 450$ - Monthly Installment (Year 3 and 4) 550$ - Annual Installment (Year 1, 2 and 3) 5,200$ - Handover the key 10,000$ - Monthly installment after handover the key 875$ Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms",[],Apartment,112000,IRAQ,[],apartment sale located sulaymaniyah chwar chray nwe area 165m price 112 000 payment plan payment 10 000 monthly installment year 1 2 450 monthly installment year 3 4 550 annual installment year 1 2 3 5 200 handover key 10 000 monthly installment handover key 875 consists 3 bedroom 1 kitchen 1 living room 2 bathroom,apartment installment,Sulaymaniyah
Apartment (142m²),2.0,2.0,1528,"Harir Towers, Baghdad",https://homele.com/properties/apartment-142m2-46810,"Apartment For Sale, located in Baghdad, Harir Towers, with an area of 142m, the price is IQD 305,300,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['security', 'sports_recreation', 'electricity']",Apartment,215304,IRAQ,"['CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Playground', 'Green Area']",apartment sale located baghdad harir tower area 142m price iqd 305 300 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom,apartment 142m,Baghdad
Stylish 2BR Apartment in Baghdad View,2.0,2.0,1485,"Baghdad View, Baghdad",https://homele.com/properties/stylish-2br-apartment-in-baghdad-view-75218,"Apartment For Sale, located in Baghdad, Baghdad View, with an area of 138m, the price is IQD 170,000,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'air_conditioning', 'security', 'balcony']",Apartment,119887,IRAQ,"['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'Satellite/Cable TV', 'CCTV Security']",apartment sale located baghdad baghdad view area 138m price iqd 170 000 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom,stylish 2br apartment baghdad view,Baghdad
Spacious 4-Bedroom Apartment,4.0,3.0,2561,"Cavalli Tower, Erbil",https://homele.com/properties/spacious-4-bedroom-apartment-81819,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 238m, the price is $261,800. - Dream City View Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 16",[],Apartment,261800,IRAQ,[],apartment sale located erbil cavalli tower area 238m price 261 800 dream city view consists 4 bedroom 1 kitchen 1 hall 3 bathroom floor number 16,spacious 4 bedroom apartment,Erbil
Modern 2 Bedroom Apartment in Slemani,2.0,2.0,1517,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/modern-2-bedroom-apartment-in-slemani-69888,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 141m, the price is $100,000. - project view payment plan: - Down payment $25,000 - with the Structure $25,000 - Handover the key $25,000 - Remaining amount $25,000 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 13","['parking', 'security', 'balcony']",Apartment,100000,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Storage Space', 'CCTV Security']",apartment sale located sulaymaniyah slemani height area 141m price 100 000 project view payment plan payment 25 000 structure 25 000 handover key 25 000 remaining amount 25 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 13,modern 2 bedroom apartment slemani,Sulaymaniyah
Apartment (2+1),2.0,1.0,1097,"Qaiwan Mirador, Erbil",https://homele.com/properties/apartment-21-66598,"Apartment for sale in Erbil, Qaiwan Mirador - 2 Bedrooms, Living room, Kitchen, 1 Bathroom - With an area of 102 sqm - Building C, 5th Floor - The price per meter is $780 - The total price is $79,560 The payment plan: - Down payment $31824 - With handover $19,890 (%25) - %35 Remaining amount($27,846) will be paid in 60 Months, each month ($464)","['parking', 'security', 'balcony']",Apartment,79560,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",apartment sale erbil qaiwan mirador 2 bedroom living room kitchen 1 bathroom area 102 sqm building c 5th floor price per meter 780 total price 79 560 payment plan payment 31824 handover 19 890 25 35 remaining amount 27 846 paid 60 month month 464,apartment 2 1,Erbil
Apartment (2+1),2.0,1.0,1593,"Kurdistan City, Erbil",https://homele.com/properties/apartment-21-69764,"Apartment For Sale, located in Erbil, Kurdistan City, with an area of 148m, the price is $40,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 7","['parking', 'security', 'electricity', 'balcony']",Apartment,40000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",apartment sale located erbil kurdistan city area 148m price 40 000 consists 2 bedroom 1 kitchen 1 hall 1 bathroom floor number 7,apartment 2 1,Erbil
Modern Apartment in Vana Towers,2.0,2.0,1937,"Vana Towers, Erbil",https://homele.com/properties/modern-apartment-in-vana-towers-83390,"Apartment For Sale, located in Erbil, Vana Towers, with an area of 180m, the price is $135,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 7","['parking', 'security', 'electricity', 'balcony']",Apartment,135000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil vana tower area 180m price 135 000 consists 2 bedroom 1 kitchen 1 living room 2 bathroom floor number 7,modern apartment vana tower,Erbil
House Opposite Garden,4.0,3.0,1614,"Hawlery Nwe, Erbil",https://homele.com/properties/house-opposite-garden-83387,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m, the price is $140,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2",[],House,140000,IRAQ,[],house sale located erbil hawlery nwe area 150m price 140 000 negotiable consists 4 bedroom 1 kitchen 1 living room 2 hall 3 bathroom floor number 2,house opposite garden,Erbil
Cozy 1-Bedroom Apartment For Sale,1.0,1.0,1367,"Empire Wings, Erbil",https://homele.com/properties/cozy-1-bedroom-apartment-for-sale-83386,"Furnished Apartment For Sale, located in Erbil, Empire Wings, with an area of 127m, the price is $125,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 4","['parking', 'security', 'sports_recreation', 'electricity', 'balcony']",Apartment,125000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Gym', '24hr Electricity']",furnished apartment sale located erbil empire wing area 127m price 125 000 negotiable consists 1 bedroom 1 kitchen 1 living room 2 bathroom floor number 4,cozy 1 bedroom apartment sale,Erbil
Prime Residential Land Available,3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/prime-residential-land-available-83359,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 300m, the price is $84,000.",[],Residential Plot,84000,IRAQ,[],residential plot sale located erbil baghlumnara area 300m price 84 000,prime residential land available,Erbil
