title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,amenities_old,desc_nlp,title_nlp,city,description_word_count,title_word_count,num_amenities,amenity_sports_recreation,amenity_water_supply,amenity_library,amenity_mosque,amenity_office,amenity_electricity,amenity_basement,amenity_fireplace,amenity_pool,amenity_restaurant,amenity_balcony,amenity_maintenance,amenity_security,amenity_parking,amenity_reception,amenity_air_conditioning,amenity_school,amenity_kitchen,amenity_pets,kw_offer,kw_plan,kw_tourism,kw_commercial,kw_complex,kw_furnished,kw_building,kw_city,kw_floor,kw_hall,kw_kitchen,kw_located,kw_negotiable,kw_payment,kw_residential,kw_sale,kw_tower,kw_village,rooms_total,is_large_property,city_LE,total_rooms,area_per_room,bed_bath_ratio,is_family_sized,is_studio_flag,has_view,is_furnished,is_renovated,unique_word_count,avg_word_len
Two Floor House,3.0,2.0,2152,"Lawan City, Erbil",https://homele.com/properties/two-floor-house-79763,"House For Sale, located in Erbil, Lawan City, with an area of 200m, the price is $125,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms",[],House,125000,IRAQ,[],house sale located erbil lawan city area 200m price 125 000 consists 3 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,two floor house,Erbil,35,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1,2,5.0,430.4,1.0,1,0,0,0,0,21,4.260869565217392
Luxurious 5BR Villa in Erbil,5.0,5.0,1980,"Beirut Palace, Erbil",https://homele.com/properties/luxurious-5br-villa-in-erbil-55548,"Furnished House For Sale, located in Erbil, Beirut Palace, with an area of 500m, the price is $490,000. Consists of: - 5 Bedrooms - 1 Kitchen - 2 Living Rooms - 2 Halls - 5 Bathrooms - Floor number: 3","['parking', 'security', 'balcony']",House,130000,IRAQ,"['Balcony', 'Parking Spaces', 'Storage Space', 'Satellite/Cable TV', 'CCTV Security', 'Security Staff']",furnished house sale located erbil beirut palace area 500m price 490 000 consists 5 bedroom 1 kitchen 2 living room 2 hall 5 bathroom floor number 3,luxurious 5br villa erbil,Erbil,40,5,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0,2,10.0,198.0,0.8333333333333334,1,0,0,1,0,25,4.518518518518518
Modern studio apartment in prime location,3.0,1.0,678,"Empire Pearl Towers, Erbil",https://homele.com/properties/modern-studio-apartment-in-prime-location-76341,"Apartment For Sale, located in Erbil, Empire Pearl Towers, with an area of 63m, the price is $70,000. Consists of: - Studio - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 16","['parking', 'security', 'electricity', 'balcony']",Apartment,70000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",apartment sale located erbil empire pearl tower area 63m price 70 000 consists studio 1 kitchen 1 hall 1 bathroom floor number 16,modern studio apartment prime location,Erbil,35,6,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0,2,4.0,169.5,1.5,1,0,0,0,0,21,4.6521739130434785
"Modern House in Erbil, Almawan",4.0,2.0,2970,"Almawan, Erbil",https://homele.com/properties/modern-house-in-erbil-almawan-79590,"House For Sale, located in Erbil, Almawan, with an area of 276m, the price is $35,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 2",['parking'],House,35000,IRAQ,"['Parking Spaces', 'Green Area']",house sale located erbil almawan area 276m price 35 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom floor number 2,modern house erbil almawan,Erbil,38,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1,2,6.0,495.0,1.3333333333333333,1,0,0,0,0,22,4.28
Apartment with Garden View,4.0,3.0,2475,"Tulip Towers, Erbil",https://homele.com/properties/apartment-with-garden-view-79754,"Apartment For Sale, located in Erbil, Tulip Towers, with an area of 230m, the price is $322,375. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 3 Bathrooms - Floor number: 26","['parking', 'air_conditioning', 'balcony']",Apartment,322375,IRAQ,"['Balcony', 'Parking Spaces', 'Electricity Generator', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows']",apartment sale located erbil tulip tower area 230m price 322 375 consists 4 bedroom 1 kitchen 1 living room 3 bathroom floor number 26,apartment garden view,Erbil,36,4,42,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1,2,7.0,353.57142857142856,1.0,1,0,0,0,0,23,4.625
House (216m²),2.0,1.0,2325,"Aynda City 2, Erbil",https://homele.com/properties/house-216m2-73713,"Furnished House For Sale, located in Erbil, Aynda City 2, with an area of 216m, the price is $72,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 1",[],House,72000,IRAQ,[],furnished house sale located erbil aynda city 2 area 216m price 72 000 negotiable consists 2 bedroom 1 kitchen 1 living room 1 bathroom floor number 1,house 216m,Erbil,39,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1,2,3.0,775.0,1.0,0,0,0,1,0,23,4.592592592592593
Spacious house with 5 Bedrooms,5.0,3.0,1614,"Farmanbaran, Erbil",https://homele.com/properties/spacious-house-with-5-bedrooms-79756,"House For Sale, located in Erbil, Farmanbaran, with an area of 150m, the price is $90,000 (Negotiable). Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,90000,IRAQ,[],house sale located erbil farmanbaran area 150m price 90 000 negotiable consists 5 bedroom 1 kitchen 1 living room 1 hall 3 bathroom,spacious house 5 bedroom,Erbil,35,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,0,2,8.0,201.75,1.25,1,0,0,0,0,21,4.739130434782608
Cozy apartment in Lalav Twin Towers,2.0,1.0,1323,"Lalav Twin Towers, Erbil",https://homele.com/properties/cozy-apartment-in-lalav-twin-towers-79752,"Apartment For Sale, located in Erbil, Lalav Twin Towers, with an area of 123m, the price is $70,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 1",[],Apartment,70000,IRAQ,[],apartment sale located erbil lalav twin tower area 123m price 70 000 negotiable consists 2 bedroom 1 kitchen 1 hall 1 bathroom floor number 1,cozy apartment lalav twin tower,Erbil,37,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0,2,3.0,441.0,1.0,0,0,0,0,0,22,4.68
Family Home for Sale in Erbil,5.0,2.0,1614,"Farmanbaran, Erbil",https://homele.com/properties/family-home-for-sale-in-erbil-79758,"House For Sale, located in Erbil, Farmanbaran, with an area of 150m, the price is $92,000 (Negotiable). Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 2 Bathrooms",[],House,92000,IRAQ,[],house sale located erbil farmanbaran area 150m price 92 000 negotiable consists 5 bedroom 1 kitchen 1 living room 2 hall 2 bathroom,family home sale erbil,Erbil,35,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0,2,7.0,230.57142857142858,1.6666666666666667,1,0,0,0,0,21,4.739130434782608
Luxury 3 Bedroom Apartment,3.0,3.0,2206,"Emperor Hills Complex, Baghdad",https://homele.com/properties/luxury-3-bedroom-apartment-74009,"University Teachers Offers: * The Down Payment has been increased to (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 205m, the price is IQD 358,750,000. - Building A8 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms","['parking', 'security', 'balcony']",Apartment,252998,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",university teacher offer payment increased 5 information offer please contact sale center apartment sale located baghdad emperor hill complex area 205m price iqd 358 750 000 building a8 consists 3 bedroom 1 kitchen 1 hall 3 bathroom,luxury 3 bedroom apartment,Baghdad,58,4,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1,0,6.0,367.6666666666667,0.75,1,0,0,0,0,33,5.297297297297297
Apartment in Installment,1.0,1.0,1270,"London Towers, Erbil",https://homele.com/properties/apartment-in-installment-79753,"Apartment For Sale, located in Erbil, London Towers, with an area of 118m, the price is $123,900. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 17","['parking', 'security', 'electricity', 'balcony']",Apartment,123900,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil london tower area 118m price 123 900 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 17,apartment installment,Erbil,35,3,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,635.0,0.5,0,1,0,0,0,20,4.608695652173913
House Opposite Garden,4.0,3.0,3229,"Mufti, Erbil",https://homele.com/properties/house-opposite-garden-79751,"House For Sale, located in Erbil, Mufti, with an area of 300m, the price is $300,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",['basement'],House,300000,IRAQ,['Basement'],house sale located erbil mufti area 300m price 300 000 negotiable consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom,house opposite garden,Erbil,35,3,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1,2,7.0,461.2857142857143,1.0,1,0,0,0,0,21,4.521739130434782
Land Opposite Garden,3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/land-opposite-garden-79749,"Residential Plot For Sale, located in Erbil, Baghlumnara section (9000), with an area of 300m, the price is $66,000.",[],Residential Plot,66000,IRAQ,[],residential plot sale located erbil baghlumnara section 9000 area 300m price 66 000,land opposite garden,Erbil,19,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1,2,5.0,645.8,1.0,1,0,0,0,0,13,5.461538461538462
2 Bedroom Apartment,2.0,2.0,1420,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/2-bedroom-apartment-70522,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 132m, the price is $120,000. - Building D8, 1st floor, Apt.5 Payment Plan: - Down Payment $60,000 - Handover the key $60,000 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms",[],Apartment,120000,IRAQ,[],apartment sale located sulaymaniyah slemani height area 132m price 120 000 building d8 1st floor apt 5 payment plan payment 60 000 handover key 60 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom,2 bedroom apartment,Sulaymaniyah,48,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0,8,4.0,355.0,0.6666666666666666,0,0,0,0,0,29,4.6571428571428575
Cozy 3-bedroom house,3.0,2.0,1345,"Roshnbiri 1, Erbil",https://homele.com/properties/cozy-3-bedroom-house-79748,"House For Sale, located in Erbil, Roshnbiri 1, with an area of 125m, the price is $69,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms",[],House,69000,IRAQ,[],house sale located erbil roshnbiri 1 area 125m price 69 000 negotiable consists 3 bedroom 1 kitchen 1 hall 2 bathroom,cozy 3 bedroom house,Erbil,32,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0,2,5.0,269.0,1.0,1,0,0,0,0,19,4.619047619047619
Cozy Home with 4 Bedrooms,4.0,2.0,2152,"Kurdistan City, Erbil",https://homele.com/properties/cozy-home-with-4-bedrooms-76684,"House For Sale, located in Erbil, Kurdistan City, with an area of 200m, the price is $95,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['parking', 'security', 'electricity', 'balcony']",House,95000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",house sale located erbil kurdistan city area 200m price 95 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,cozy home 4 bedroom,Erbil,35,5,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1,2,6.0,358.6666666666667,1.3333333333333333,1,0,0,0,0,21,4.391304347826087
Modern 3-Bedroom Apartment for Sale,3.0,2.0,2873,"Alaska Towers, Erbil",https://homele.com/properties/modern-3-bedroom-apartment-for-sale-74720,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 267m, the price is $203,072. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 11","['parking', 'security', 'balcony']",Apartment,203072,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil alaska tower area 267m price 203 072 consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 11,modern 3 bedroom apartment sale,Erbil,35,5,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1,2,5.0,574.6,1.0,1,0,0,0,0,22,4.608695652173913
New House For Sale,6.0,6.0,3412,"Runaki, Erbil",https://homele.com/properties/new-house-for-sale-64725,"House For Sale, located in Erbil, Runaki, with an area of 317m, the price is $400,000 (Negotiable). Consists of: - 6 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 6 Bathrooms - Floor number: 2","['parking', 'balcony']",House,400000,IRAQ,"['Balcony', 'Parking Spaces', 'Green Area']",house sale located erbil runaki area 317m price 400 000 negotiable consists 6 bedroom 2 kitchen 1 living room 2 hall 6 bathroom floor number 2,new house sale,Erbil,39,4,22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,1,2,12.0,284.3333333333333,0.8571428571428571,1,0,0,0,0,23,4.5
Corner House,4.0,3.0,2045,"Roshnbiri 1, Erbil",https://homele.com/properties/corner-house-79743,"House For Sale, located in Erbil, Roshnbiri 1, with an area of 190m(extra arae 35m), the price is $107,500 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,107500,IRAQ,[],house sale located erbil roshnbiri 1 area 190m extra arae 35m price 107 500 negotiable consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom,corner house,Erbil,38,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1,2,7.0,292.14285714285717,1.0,1,0,0,0,0,24,4.481481481481482
"Residential Plot For Sale, located Baghlumnara section (1800)",3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-for-sale-located-baghlumnara-section-1800-79742,"Residential Plot For Sale, located in Erbil, Baghlumnara section (1800), with an area of 300m, the price is $44,500.",[],Residential Plot,44500,IRAQ,[],residential plot sale located erbil baghlumnara section 1800 area 300m price 44 500,residential plot sale located baghlumnara section 1800,Erbil,19,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1,2,5.0,645.8,1.0,1,0,0,0,0,13,5.461538461538462
Furnished Apartment For Sale,1.0,1.0,1065,"Cavalli Tower, Erbil",https://homele.com/properties/furnished-apartment-for-sale-79732,"Furnished Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 99m, the price is $110,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 19","['parking', 'security', 'balcony', 'reception']",Apartment,110000,IRAQ,"['Balcony', 'Parking Spaces', 'Satellite/Cable TV', 'CCTV Security', 'Security Staff', 'Reception']",furnished apartment sale located erbil cavalli tower area 99m price 110 000 negotiable consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 19,furnished apartment sale,Erbil,37,4,47,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,532.5,0.5,0,1,0,1,0,22,5.0
Spacious House in Aram Village 2,4.0,4.0,2970,"Aram Village 2, Erbil",https://homele.com/properties/spacious-house-in-aram-village-2-79725,"House For Sale, located in Erbil, Aram Village 2, with an area of 276m, the price is $265,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2","['parking', 'security', 'balcony']",House,265000,IRAQ,"['Balcony', 'Parking Spaces', 'Electricity Generator', 'Central Heating', 'Double Glazed Windows', 'Security Staff']",house sale located erbil aram village 2 area 276m price 265 000 negotiable consists 4 bedroom 2 kitchen 1 living room 1 hall 4 bathroom floor number 2,spacious house aram village 2,Erbil,41,6,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,1,2,8.0,371.25,0.8,1,0,0,0,0,24,4.392857142857143
Modern 2 Bedroom Apartment for Sale,2.0,2.0,1463,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/modern-2-bedroom-apartment-for-sale-79738,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 100m, the price is $75,000. - Building B19 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms",[],Apartment,80000,IRAQ,[],apartment sale located sulaymaniyah qaiwan height area 100m price 75 000 building b19 consists 2 bedroom 1 kitchen 1 hall 2 bathroom,modern 2 bedroom apartment sale,Sulaymaniyah,34,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0,8,4.0,365.75,0.6666666666666666,0,0,0,0,0,20,5.045454545454546
Two Floor House,3.0,2.0,1097,"Chwar Chra, Sulaymaniyah",https://homele.com/properties/two-floor-house-79739,"House For Sale, located in Sulaymaniyah, Chwar Chra, with an area of 102m, the price is $90,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms",[],House,90000,IRAQ,"['Duct', 'Modern Ceiling']",house sale located sulaymaniyah chwar chra area 102m price 90 000 consists 3 bedroom 1 kitchen 1 hall 2 bathroom,two floor house,Sulaymaniyah,31,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0,8,5.0,219.4,1.0,1,0,0,0,0,19,4.65
One Floor House,3.0,2.0,1356,"Azadi, Sulaymaniyah",https://homele.com/properties/one-floor-house-79737,"House For Sale, located in Sulaymaniyah, Azadi, with an area of 126m, the price is $75,000. - goizha view",[],House,75000,IRAQ,[],house sale located sulaymaniyah azadi area 126m price 75 000 goizha view,one floor house,Sulaymaniyah,19,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0,8,5.0,271.2,1.0,1,0,1,0,0,12,5.083333333333333
Spacious 4 Bedroom House for Sale,4.0,4.0,2604,"Aram Village 2, Erbil",https://homele.com/properties/spacious-4-bedroom-house-for-sale-79723,"House For Sale, located in Erbil, Aram Village 2, with an area of 242m, the price is $250,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2","['security', 'electricity']",House,250000,IRAQ,"['Electricity Generator', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",house sale located erbil aram village 2 area 242m price 250 000 negotiable consists 4 bedroom 2 kitchen 1 living room 1 hall 4 bathroom floor number 2,spacious 4 bedroom house sale,Erbil,41,6,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,1,2,8.0,325.5,0.8,1,0,0,0,0,24,4.392857142857143
Residential Plot Opposite Garden,3.0,2.0,2152,"Arab kand, Erbil",https://homele.com/properties/residential-plot-opposite-garden-79735,"Residential Plot For Sale, located in Erbil, Arab kand, with an area of 200m, the price is $17,000.",[],Residential Plot,17000,IRAQ,[],residential plot sale located erbil arab kand area 200m price 17 000,residential plot opposite garden,Erbil,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1,2,5.0,430.4,1.0,1,0,0,0,0,12,4.75
Corner House,4.0,3.0,1614,"Farmanbaran, Erbil",https://homele.com/properties/corner-house-78839,"House For Sale, located in Erbil, Farmanbaran, with an area of 150m, the price is $95,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,95000,IRAQ,[],house sale located erbil farmanbaran area 150m price 95 000 negotiable consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom,corner house,Erbil,35,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0,2,7.0,230.57142857142858,1.0,1,0,0,0,0,21,4.739130434782608
Modern Apartment in Erbil,2.0,2.0,1829,"Rami Towers, Erbil",https://homele.com/properties/modern-apartment-in-erbil-79690,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 170m, the price is $121,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 18",[],Apartment,121000,IRAQ,[],apartment sale located erbil ramus tower area 170m price 121 000 consists 2 bedroom 1 kitchen 1 living room 2 bathroom floor number 18,modern apartment erbil,Erbil,36,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0,2,4.0,457.25,0.6666666666666666,0,0,0,0,0,22,4.625
House For Sale,5.0,3.0,2152,"32 Park (Sarbasti), Erbil",https://homele.com/properties/house-for-sale-77409,"House For Sale, located in Erbil, 32 Park (Sarbasti), with an area of 200m, the price is $230,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,230000,IRAQ,"['Central Vacuum System', 'Duct']",house sale located erbil 32 park sarbasti area 200m price 230 000 negotiable consists 5 bedroom 2 kitchen 1 living room 1 hall 3 bathroom,house sale,Erbil,37,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1,2,8.0,269.0,1.25,1,0,0,0,0,24,4.52
Corner House,5.0,3.0,1657,"7 Nisan, Erbil",https://homele.com/properties/corner-house-79712,"House For Sale, located in Erbil, 7 Nisan, with an area of 154m, the price is $160,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2","['parking', 'balcony']",House,160000,IRAQ,"['Balcony', 'Parking Spaces', 'Modern Ceiling']",house sale located erbil 7 nisan area 154m price 160 000 consists 5 bedroom 1 kitchen 1 living room 2 hall 3 bathroom floor number 2,corner house,Erbil,39,2,22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0,2,8.0,207.125,1.25,1,0,0,0,0,24,4.115384615384615
