title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,price_per_sqft,description_word_count,description_char_count,title_word_count,title_char_count,amenities_word_count,amenities_char_count,has_security_amenities,has_parking_amenities,has_pool_amenities,has_gym_amenities,has_kitchen_amenities,has_outdoor_amenities,has_luxury_amenities,has_utilities_amenities,total_amenities
One Floor House,3.0,2.0,1722.22,"Chwar Chra, Sulaymaniyah",https://homele.com/properties/one-floor-house-77704,"House For Sale, located in Sulaymaniyah, Chwar Chra, with an area of 160m², the price is $75,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Duct', 'Modern Ceiling']",House,75000.0,Iraq,43.54844328831392,36,187,3,15,3,26,0,0,0,0,0,0,0,0,2
Plot for Sale in Gara Soor,3.0,2.0,2690.97,"Gara Soor, Erbil",https://homele.com/properties/plot-for-sale-in-gara-soor-77709,"Residential Plot For Sale, located in Erbil, Gara Soor, with an area of 250m², the price is $37,000.",[],Residential Plot,37000.0,Iraq,13.749688773936537,18,100,6,26,1,2,0,0,0,0,0,0,0,0,0
Spacious Residential Plot in Erbil,3.0,2.0,2690.97,"Gara Soor, Erbil",https://homele.com/properties/spacious-residential-plot-in-erbil-77710,"Residential Plot For Sale, located in Erbil, Gara Soor, with an area of 250m², the price is $36,000.",[],Residential Plot,36000.0,Iraq,13.378075563830144,18,100,5,34,1,2,0,0,0,0,0,0,0,0,0
Cozy Studio Apartment for Sale,3.0,1.0,861.11,"Rami Towers, Erbil",https://homele.com/properties/cozy-studio-apartment-for-sale-77694,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 80m², the price is $68,000. Consists of: - Studio - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 8","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,68000.0,Iraq,78.96784382947591,34,168,5,30,10,96,2,1,1,0,0,1,0,2,6
External View Apartment,3.0,2.0,2368.06,"Roya Tower, Erbil",https://homele.com/properties/external-view-apartment-77684,"Apartment For Sale, located in Erbil, Roya Tower, with an area of 220m², the price is $170,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 23","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Gym', '24hr Electricity']",Apartment,170000.0,Iraq,71.78872156955482,37,195,3,23,10,91,2,1,1,1,0,1,0,1,6
Cozy 2 Bedroom Apartment with View,2.0,1.0,1194.79,"Bakhtyary Twin Towers, Erbil",https://homele.com/properties/cozy-2-bedroom-apartment-with-view-77676,"Apartment For Sale, located in Erbil, Bakhtyary Twin Towers, with an area of 111m², the price is $111,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 17",[],Apartment,111000.0,Iraq,92.9033554013676,37,198,6,34,1,2,0,0,0,0,0,0,0,0,0
"Commercial Land in Erbil, 250m²",3.0,2.0,2690.97,"Qarabw, Erbil",https://homele.com/properties/commercial-land-in-erbil-250m2-77674,"Commercial Plot For Sale, located in Erbil, Qarabw, with an area of 250m², the price is $115,000 (Negotiable).",[],Commercial Plot,115000.0,Iraq,42.735519162235185,18,110,5,31,1,2,0,0,0,0,0,0,0,0,0
Modern 2-bedroom apartment in Erbil,2.0,1.0,1216.32,"Bakhtyary Twin Towers, Erbil",https://homele.com/properties/modern-2-bedroom-apartment-in-erbil-77673,"Apartment For Sale, located in Erbil, Bakhtyary Twin Towers, with an area of 113m², the price is $110,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 12",[],Apartment,110000.0,Iraq,90.43672717705867,37,198,5,35,1,2,0,0,0,0,0,0,0,0,0
Cozy 3 Bedroom House opposite Garden in Shorsh,3.0,2.0,1130.21,"Shorsh, Erbil",https://homele.com/properties/cozy-3-bedroom-house-opposite-garden-in-shorsh-77663,"House For Sale, located in Erbil, Shorsh, with an area of 105m², the price is $110,000 (Negotiable). Consists of: - 3 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 2",[],House,110000.0,Iraq,97.32704541633855,39,196,8,46,1,2,0,0,0,0,0,0,0,0,0
House Opposite Garden,4.0,5.0,2583.34,"Mountain View, Erbil",https://homele.com/properties/house-opposite-garden-77636,"House For Sale, located in Erbil, Mountain View, with an area of 240m², the price is $290,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 5 Bathrooms - Floor number: 2","['Balcony', 'CCTV Security', '24hr Electricity', 'Bakery', 'Barber', '24hr Water']",House,290000.0,Iraq,112.25777481864563,40,203,3,21,9,82,2,0,0,0,0,1,0,2,6
Furnished Apartment For Sale,2.0,3.0,1399.31,"Empire Pearl Towers, Erbil",https://homele.com/properties/furnished-apartment-for-sale-77662,"Furnished Apartment For Sale, located in Erbil, Empire Pearl Towers, with an area of 130m², the price is $125,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 4",[],Apartment,125000.0,Iraq,89.32974108667844,37,193,4,28,1,2,0,0,0,0,0,0,0,0,0
Furnished Apartment For Sale,3.0,2.0,1829.86,"Lalav City, Erbil",https://homele.com/properties/furnished-apartment-for-sale-77615,"Furnished Apartment For Sale, located in Erbil, Lalav City, with an area of 170m², the price is $90,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 9",[],Apartment,90000.0,Iraq,49.18409058616506,36,183,4,28,1,2,0,0,0,0,0,0,0,0,0
Residential Land For Sale,3.0,2.0,2690.97,"Gara Soor, Erbil",https://homele.com/properties/residential-land-for-sale-77666,"Residential Plot For Sale, located in Erbil, Gara Soor, with an area of 250m², the price is $37,000.",[],Residential Plot,37000.0,Iraq,13.749688773936537,18,100,4,25,1,2,0,0,0,0,0,0,0,0,0
External View Apartment,1.0,1.0,893.4,"White Towers, Erbil",https://homele.com/properties/external-view-apartment-77655,"Apartment For Sale, located in Erbil, White Towers, with an area of 83m², the price is $66,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 10",[],Apartment,66000.0,Iraq,73.87508394895903,35,173,3,23,1,2,0,0,0,0,0,0,0,0,0
Internal View Apartment,1.0,1.0,893.4,"White Towers, Erbil",https://homele.com/properties/internal-view-apartment-77654,"Apartment For Sale, located in Erbil, White Towers, with an area of 83m², the price is $68,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 10",[],Apartment,68500.0,Iraq,76.6733825833893,35,173,3,23,1,2,0,0,0,0,0,0,0,0,0
Modern House,4.0,3.0,1614.59,"5 Hasarok, Erbil",https://homele.com/properties/modern-house-77651,"House For Sale, located in Erbil, 5 Hasarok, with an area of 150m², the price is $115,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,115000.0,Iraq,71.22551235917477,36,180,2,12,1,2,0,0,0,0,0,0,0,0,0
New House,4.0,3.0,1614.59,"5 Hasarok, Erbil",https://homele.com/properties/new-house-77647,"House For Sale, located in Erbil, 5 Hasarok, with an area of 150m², the price is $122,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,122000.0,Iraq,75.56097832886368,36,180,2,9,1,2,0,0,0,0,0,0,0,0,0
Large House with 4 Bedrooms,4.0,4.0,2583.34,"Diplomati Safiran, Erbil",https://homele.com/properties/large-house-with-4-bedrooms-77625,"House For Sale, located in Erbil, Diplomati Safiran, with an area of 240m², the price is $250,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2",[],House,250000.0,Iraq,96.77394380917725,40,207,5,27,1,2,0,0,0,0,0,0,0,0,0
Spacious Apartment in Empire Square,2.0,2.0,1506.95,"Empire Square, Erbil",https://homele.com/properties/spacious-apartment-in-empire-square-77633,"Apartment For Sale, located in Erbil, Empire Square, with an area of 140m², the price is $152,500 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 19","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",Apartment,152500.0,Iraq,101.1977836026411,36,191,5,35,11,98,2,1,1,0,0,1,0,1,6
Residential Plot Sale، Baghlumnara section (4000),3.0,2.0,3229.17,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-sale-baghlumnara-section-4000-77629,"Residential Plot For Sale, located in Erbil, Baghlumnara section (4000), with an area of 300m², the price is $34,500.",[],Residential Plot,34500.0,Iraq,10.683859939241353,19,117,6,49,1,2,0,0,0,0,0,0,0,0,0
Spacious Apartment in Empire Square,2.0,2.0,1614.59,"Empire Square, Erbil",https://homele.com/properties/spacious-apartment-in-empire-square-77628,"Apartment For Sale, located in Erbil, Empire Square, with an area of 150m², the price is $157,500 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 3","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",Apartment,157500.0,Iraq,97.54798431800025,37,197,5,35,11,98,2,1,1,0,0,1,0,1,6
Spacious House with 5 bedrooms,5.0,5.0,3229.17,"Aram village, Erbil",https://homele.com/properties/spacious-house-with-5-bedrooms-77621,"House For Sale, located in Erbil, Aram village, with an area of 300m², the price is $285,000. Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 5 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Security Staff', '24hr Electricity', 'Green Area', '24hr Water']",House,285000.0,Iraq,88.25797341112421,39,190,5,30,11,95,1,1,1,0,0,1,0,2,6
House and Shop For Sale,3.0,2.0,1076.39,"Farmanbaran, Erbil",https://homele.com/properties/house-and-shop-for-sale-77619,"House For Sale, located in Erbil, Farmanbaran, with an area of 100m², the price is $80,000.",[],House,80000.0,Iraq,74.32250392515724,16,91,5,23,1,2,0,0,0,0,0,0,0,0,0
Modern House with Multiple Rooms,4.0,4.0,2604.86,"Aram Village 2, Erbil",https://homele.com/properties/modern-house-with-multiple-rooms-77617,"House For Sale, located in Erbil, Aram Village 2, with an area of 242m², the price is $245,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Electricity Generator', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows']",House,245000.0,Iraq,94.05495880776702,41,205,5,32,12,125,0,1,1,0,0,1,0,1,6
Spacious Apartment with 3 Bedrooms,3.0,2.0,1679.17,"Central Park, Erbil",https://homele.com/properties/spacious-apartment-with-3-bedrooms-77616,"Apartment For Sale, located in Erbil, Central Park, with an area of 156m², the price is $55,000. - Building Cp6 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 11",[],Apartment,55000.0,Iraq,32.7542774108637,38,191,5,34,1,2,0,0,0,0,0,0,0,0,0
House (247m²),4.0,3.0,2658.68,"Zanko Village, Erbil",https://homele.com/properties/house-247m2-36588,"House For Sale, located in Erbil, Zanko Village, with an area of 247m², the price is $235,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms","['Balcony', 'Parking Spaces', 'Security Staff', 'Green Area']",House,235000.0,Iraq,88.38972723306303,36,185,2,13,7,61,1,1,1,0,0,1,0,0,4
House Under Construction,5.0,3.0,2540.28,"Hiwa City, Erbil",https://homele.com/properties/house-under-construction-73377,"House For Sale, located in Erbil, Hiwa City, with an area of 236m², the price is $152,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2","['24hr Electricity', 'Internet', 'Shop', 'School', 'Mosque', 'Restaurant']",House,152000.0,Iraq,59.83592359897334,40,199,3,24,7,74,0,0,0,0,0,0,0,2,6
Spacious One Bedroom Apartment,1.0,1.0,807.29,"Rasan Towers, Erbil",https://homele.com/properties/spacious-one-bedroom-apartment-73709,"Apartment For Sale, located in Erbil, Rasan Towers, with an area of 75m², the price is $42,500 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 8","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,42500.0,Iraq,52.645269977331566,36,185,4,30,10,96,2,1,1,0,0,1,0,2,6
Modern Apartment in Empire Wings 14,2.0,2.0,1345.49,"Empire Wings, Erbil",https://homele.com/properties/modern-apartment-in-empire-wings-14-66293,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 125m², the price is $145,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 4","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Playground']",Apartment,145000.0,Iraq,107.76743045284617,36,189,6,35,10,98,2,1,1,0,0,1,0,1,6
Two Floor Apartment in Ara Tower,4.0,4.0,3229.17,"Ara Tower, Erbil",https://homele.com/properties/two-floor-apartment-in-ara-tower-67169,"Apartment For Sale, located in Erbil, Ara Tower, with an area of 300m², the price is $275,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 10","['Balcony', '24hr Electricity', 'Air Conditioners Installed', '24hr Water']",Apartment,275000.0,Iraq,85.16120241424267,40,204,6,32,8,75,0,0,0,0,0,1,0,2,4
Elegant 130m² Apartment in Cihan City,2.0,1.0,1399.31,"Cihan city, Erbil",https://homele.com/properties/elegant-130m2-apartment-in-cihan-city-77612,"Apartment For Sale, located in Erbil, Cihan city, with an area of 130m², the price is $90,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 18","['Balcony', 'Parking Spaces', 'Swimming Pool', 'CCTV Security', 'Security Staff', 'Gym']",Apartment,90000.0,Iraq,64.31741358240848,35,173,6,37,10,88,2,1,3,1,0,1,0,0,6
House For Sale,2.0,2.0,1076.39,"Hawlery Nwe, Erbil",https://homele.com/properties/house-for-sale-77611,"House For Sale, located in Erbil, Hawlery Nwe section (450)m, with an area of 100m², the price is $87,000. Consists of: - 2 Bedrooms - 1 Kitchen - 2 Halls - 2 Bathrooms - Floor number: 2",[],House,87000.0,Iraq,80.82572301860849,37,186,3,14,1,2,0,0,0,0,0,0,0,0,0
House Opposite Garden,5.0,4.0,1614.59,"Hawlery Nwe, Erbil",https://homele.com/properties/house-opposite-garden-69643,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $185,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Green Area']",House,185000.0,Iraq,114.58017205606377,40,202,3,21,5,43,0,1,1,0,0,1,0,0,3
Plot for sale with 250m² area,3.0,2.0,2690.97,"Farmanbaran, Erbil",https://homele.com/properties/plot-for-sale-with-250m2-area-77609,"Residential Plot For Sale, located in Erbil, Farmanbaran, with an area of 250m², the price is $135,000.",[],Residential Plot,135000.0,Iraq,50.16778336436304,17,103,6,29,1,2,0,0,0,0,0,0,0,0,0
House (150m²),4.0,2.0,1614.59,"Farmanbaran, Erbil",https://homele.com/properties/house-150m2-77608,"House For Sale, located in Erbil, Farmanbaran, with an area of 150m², the price is $155,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms",[],House,155000.0,Iraq,95.99960361453992,35,182,2,13,1,2,0,0,0,0,0,0,0,0,0
House (76m²),3.0,2.0,818.06,"Azadi, Sulaymaniyah",https://homele.com/properties/house-76m2-77606,"House For Sale, located in Sulaymaniyah, Azadi, with an area of 76m², the price is $72,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms",[],House,72000.0,Iraq,88.01310417328803,31,159,2,12,1,2,0,0,0,0,0,0,0,0,0
Cozy Apartment with 2 Bedrooms,2.0,2.0,1130.21,"Lalav Sun Towers, Erbil",https://homele.com/properties/cozy-apartment-with-2-bedrooms-77550,"Apartment For Sale, located in Erbil, Lalav Sun Towers, with an area of 105m², the price is $74,025 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 10",['Air Conditioners Installed'],Apartment,74025.0,Iraq,65.49667760858601,37,193,5,30,3,30,0,0,0,0,0,0,0,0,1
Elegant 1 Bedroom Flat in Prime Location,1.0,1.0,807.29,"Rasan Towers, Erbil",https://homele.com/properties/elegant-1-bedroom-flat-in-prime-location-77578,"Apartment For Sale, located in Erbil, Rasan Towers, with an area of 75m², the price is $39,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 5","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,39500.0,Iraq,48.92913327304934,35,172,7,40,10,96,2,1,1,0,0,1,0,2,6
Corner House,4.0,3.0,4305.56,"Global City, Erbil",https://homele.com/properties/corner-house-77600,"House For Sale, located in Erbil, Global City, with an area of 400m², the price is $250,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Security Staff', 'Green Area']",House,250000.0,Iraq,58.06445619152909,39,188,2,12,7,61,1,1,1,0,0,1,0,0,4
Modern One-Bedroom Apartment,1.0,1.0,839.58,"Cihan city, Erbil",https://homele.com/properties/modern-one-bedroom-apartment-77588,"Apartment For Sale, located in Erbil, Cihan city, with an area of 78m², the price is $71,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 8",[],Apartment,71000.0,Iraq,84.56609257009457,36,183,3,28,1,2,0,0,0,0,0,0,0,0,0
Apartment For Sale In Building P2,1.0,1.0,1033.33,"Empire Pearl Towers, Erbil",https://homele.com/properties/apartment-for-sale-in-building-p2-60375,"Apartment For Sale, located in Erbil, Empire Pearl Towers, with an area of 96m², the price is $108,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 12","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",Apartment,108000.0,Iraq,104.51646618214899,37,194,6,33,11,98,2,1,1,0,0,1,0,1,6
Modern House with 4 Bedrooms,4.0,4.0,2604.86,"Aram Village 2, Erbil",https://homele.com/properties/modern-house-with-4-bedrooms-77575,"House For Sale, located in Erbil, Aram Village 2, with an area of 242m², the price is $240,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Security Staff', '24hr Electricity', 'Green Area', '24hr Water']",House,240000.0,Iraq,92.13546985250646,40,192,5,28,11,95,1,1,1,0,0,1,0,2,6
Internal View Apartment,1.0,1.0,914.93,"White Towers, Erbil",https://homele.com/properties/internal-view-apartment-77586,"Apartment For Sale, located in Erbil, White Towers, with an area of 85m², the price is $69,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 10",[],Apartment,69500.0,Iraq,75.96209546085494,35,173,3,23,1,2,0,0,0,0,0,0,0,0,0
Studio Apartment,3.0,1.0,721.18,"Mini Slava, Erbil",https://homele.com/properties/studio-apartment-77570,"Apartment For Sale, located in Erbil, Mini Slava, with an area of 67m², the price is $61,000. Consists of: - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 7","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",Apartment,61000.0,Iraq,84.58359910147259,32,158,2,16,9,78,2,1,1,0,0,1,0,0,5
Spacious apartment in Life towers,2.0,1.0,1614.59,"Life Towers, Erbil",https://homele.com/properties/spacious-apartment-in-life-towers-77577,"Apartment For Sale, located in Erbil, Life Towers, with an area of 150m², the price is $89,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 1",[],Apartment,89000.0,Iraq,55.12235304318744,36,186,5,33,1,2,0,0,0,0,0,0,0,0,0
Modern 1-Bedroom Apartment in White Towers,1.0,1.0,947.22,"White Towers, Erbil",https://homele.com/properties/modern-1-bedroom-apartment-in-white-towers-77584,"Apartment For Sale, located in Erbil, White Towers, with an area of 88m², the price is $70,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 10",[],Apartment,70000.0,Iraq,73.90046662866071,35,173,6,42,1,2,0,0,0,0,0,0,0,0,0
Modern 4-Bedroom Home,5.0,3.0,1614.59,"Hawlery Nwe, Erbil",https://homele.com/properties/modern-4-bedroom-home-76981,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $157,500 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms",[],House,157500.0,Iraq,97.54798431800025,36,184,3,21,1,2,0,0,0,0,0,0,0,0,0
Spacious Family Home in Aram Village,5.0,5.0,3229.17,"Aram village, Erbil",https://homele.com/properties/spacious-family-home-in-aram-village-24730,"House For Sale, located in Erbil, Aram village, with an area of 300m², the price is $300,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 5 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",House,300000.0,Iraq,92.90312990644655,40,203,6,36,9,78,2,1,1,0,0,1,0,0,5
Two Floor House,3.0,2.0,1076.39,"Hawlery Nwe, Erbil",https://homele.com/properties/two-floor-house-77582,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 100m², the price is $94,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 2",[],House,94000.0,Iraq,87.32894211205975,36,183,3,15,1,2,0,0,0,0,0,0,0,0,0
2-Bedroom Apartment with Contemporary Design,2.0,2.0,1184.03,"Rasan Towers, Erbil",https://homele.com/properties/2-bedroom-apartment-with-contemporary-design-77581,"Apartment For Sale, located in Erbil, Rasan Towers, with an area of 110m², the price is $49,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 19","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,49000.0,Iraq,41.38408655186102,35,176,5,44,10,96,2,1,1,0,0,1,0,2,6
Spacious House with 4 Bedrooms,4.0,3.0,1614.59,"Rasty (Adala), Erbil",https://homele.com/properties/spacious-house-with-4-bedrooms-77579,"House For Sale, located in Erbil, Rasty (Adala), with an area of 150m², the price is $180,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces']",House,180000.0,Iraq,111.48341064914314,39,190,5,30,3,29,0,1,1,0,0,1,0,0,2
Cozy 2BR Apartment for Sale in Empire Pearl Towers,2.0,2.0,1367.02,"Empire Pearl Towers, Erbil",https://homele.com/properties/cozy-2br-apartment-for-sale-in-empire-pearl-towers-58911,"Apartment For Sale, located in Erbil, Empire Pearl Towers, with an area of 127m², the price is $122,500 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 15","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",Apartment,122500.0,Iraq,89.6109786250384,37,197,9,50,11,98,2,1,1,0,0,1,0,1,6
Apartment (1+1),1.0,1.0,807.29,"Rasan Towers, Erbil",https://homele.com/properties/apartment-11-77576,"Apartment For Sale, located in Erbil, Rasan Towers, with an area of 75m², the price is $40,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 3",[],Apartment,40000.0,Iraq,49.54848939042971,36,185,2,15,1,2,0,0,0,0,0,0,0,0,0
Apartment in Cash,1.0,1.0,1011.81,"Asco International City, Erbil",https://homele.com/properties/apartment-in-cash-77571,"Apartment For Sale, located in Erbil, Asco International City, with an area of 94m², the price is $49,350 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 11","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,49350.0,Iraq,48.773979304414866,37,197,3,17,10,96,2,1,1,0,0,1,0,2,6
Apartment (1+1),1.0,1.0,1033.33,"Empire Pearl Towers, Erbil",https://homele.com/properties/apartment-11-58908,"Apartment For Sale, located in Erbil, Empire Pearl Towers, with an area of 96m², the price is $105,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 12","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",Apartment,105000.0,Iraq,101.61323101042262,37,194,2,15,11,98,2,1,1,0,0,1,0,1,6
Internal View Apartment,1.0,1.0,914.93,"White Towers, Erbil",https://homele.com/properties/internal-view-apartment-77565,"Apartment For Sale, located in Erbil, White Towers, with an area of 85m², the price is $69,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 10",[],Apartment,69000.0,Iraq,75.4156055654531,35,173,3,23,1,2,0,0,0,0,0,0,0,0,0
One Floor House,1.0,1.0,2152.78,"Lawan City, Erbil",https://homele.com/properties/one-floor-house-77556,"House For Sale, located in Erbil, Lawan City, with an area of 200m², the price is $70,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Hall - 1 Bathroom",[],House,70000.0,Iraq,32.51609546725629,36,178,3,15,1,2,0,0,0,0,0,0,0,0,0
"Residential Plot For Sale, Baghlumnara (9000)",3.0,2.0,3229.17,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-for-sale-baghlumnara-9000-77567,"Residential Plot For Sale, located in Erbil, Baghlumnara section (9000), with an area of 300m², the price is $40,000.",[],Residential Plot,40000.0,Iraq,12.387083987526205,19,117,6,45,1,2,0,0,0,0,0,0,0,0,0
External View Apartment,3.0,2.0,1668.4,"Lalav City View, Erbil",https://homele.com/properties/external-view-apartment-77564,"Apartment For Sale, located in Erbil, Lalav City View, with an area of 155m², the price is $80,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 14",[],Apartment,80000.0,Iraq,47.95013186286262,36,179,3,23,1,2,0,0,0,0,0,0,0,0,0
Spacious 3-Bedroom House in Erbil,3.0,2.0,2152.78,"Lawan City, Erbil",https://homele.com/properties/spacious-3-bedroom-house-in-erbil-77554,"House For Sale, located in Erbil, Lawan City, with an area of 200m², the price is $82,500 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 2 Bathrooms",[],House,82500.0,Iraq,38.322541086409196,36,181,5,33,1,2,0,0,0,0,0,0,0,0,0
