title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country
"Building A5, 17th floor, No.10",2,2,1506.95 sqft,"Asco International City, Erbil",https://homele.com/properties/building-a5-17th-floor-no10-66300,"Apartment For Sale, located in Erbil, Asco International City, with an area of 140m², the price is $116,200. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 17","['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'Storage Space', 'Satellite/Cable TV']",Apartment,"$116,200",Iraq
Corner Apartment,1,1,968.75 sqft,"Ganjan Life, Erbil",https://homele.com/properties/corner-apartment-83403,"Apartment For Sale, located in Erbil, Ganjan Life, with an area of 90m², the price is $65,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 14",[],Apartment,"$65,000",Iraq
Apartment (181m²),3,2,1948.27 sqft,"Royal City, Sulaymaniyah",https://homele.com/properties/apartment-181m2-65378,"Apartment For Sale, located in Sulaymaniyah, Royal City, with an area of 181m², the price is $101,360. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Storage Space', 'Satellite/Cable TV', 'CCTV Security']",Apartment,"$101,360",Iraq
Residential Plot (300m²),N/A,N/A,3229.17 sqft,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-300m2-83414,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 300m², the price is $92,500.",[],Residential Plot,"$92,500",Iraq
Modern Family Home in Erbil,4,2,2475.7 sqft,"Hiwa City, Erbil",https://homele.com/properties/modern-family-home-in-erbil-83389,"House For Sale, located in Erbil, Hiwa City, with an area of 230m², the price is $210,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 2",[],House,"$210,000",Iraq
3 Bedroom Apartment in Sulaymaniyah,3,2,2055.9 sqft,"Infinity Towers, Sulaymaniyah",https://homele.com/properties/3-bedroom-apartment-in-sulaymaniyah-66135,"Apartment For Sale, located in Sulaymaniyah, Infinity Towers, with an area of 191m², the price is $155,000. - Type A Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 11","['Balcony', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$155,000",Iraq
Spacious 2-Bedroom Apartment in Siraj Towers,2,2,1442.36 sqft,"Siraj Towers, Erbil",https://homele.com/properties/spacious-2-bedroom-apartment-in-siraj-towers-83396,"Apartment For Sale, located in Erbil, Siraj Towers, with an area of 134m², the price is $118,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 18","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,"$118,000",Iraq
Apartment in Installment,1,1,1313.2 sqft,"Siraj Towers, Erbil",https://homele.com/properties/apartment-in-installment-83395,"Apartment For Sale, located in Erbil, Siraj Towers, with an area of 122m², the price is $102,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 16",[],Apartment,"$102,000",Iraq
Two Floor House,4,3,1614.59 sqft,"Hiwa City, Erbil",https://homele.com/properties/two-floor-house-83388,"House For Sale, located in Erbil, Hiwa City, with an area of 150m², the price is $160,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",[],House,"$160,000",Iraq
House (No. 221),4,3,2583.34 sqft,"Crystal City, Kirkuk",https://homele.com/properties/house-no-221-68538,"House For Sale, located in Kirkuk, Crystal City, with an area of 200m², the price is IQD 225,000,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",House,"$158,675",Iraq
Spacious Kirkuk House,4,2,2152.78 sqft,"Aram City 3, Kirkuk",https://homele.com/properties/spacious-kirkuk-house-58969,"House For Sale, located in Kirkuk, Aram City 3, with an area of 200m², the price is IQD 225,000,000. - A-184 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",House,"$158,675",Iraq
House in Cash,4,2,1937.5 sqft,"Bawabat Kirkuk, Kirkuk",https://homele.com/properties/house-in-cash-58612,"House For Sale, located in Kirkuk, Bawabat Kirkuk, with an area of 180m², the price is IQD 162,000,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",House,"$114,246",Iraq
Apartment (111m²),3,1,1194.79 sqft,"Bardasur Heights, Kalar",https://homele.com/properties/apartment-111m2-64909,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m², the price is $63,000. - Corner, Sulaymanya & Rizgary view - Building A7 Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$63,000",Iraq
House (240m²),5,4,2583.34 sqft,"Royal City, Kalar",https://homele.com/properties/house-240m2-58008,"House For Sale, located in Kalar, Royal City, with an area of 240m², the price is $202,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms","['Balcony', 'Double Glazed Windows', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Internet']",House,"$202,000",Iraq
House (Silver Offer),2,1,1937.5 sqft,"Jaff City, Kalar",https://homele.com/properties/house-silver-offer-58702,"House (Silver Offer with %7 discount) For Sale, located in Kalar, Jaff City, with an area of 180m², the price is $63,600. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 1 Bathroom","['Balcony', 'Double Glazed Windows', 'Security Staff', 'Waste Disposal', '24hr Electricity', 'Internet']",House,"$63,600",Iraq
Corner House (198m²),2,1,2131.25 sqft,"Hiwa City, Kalar",https://homele.com/properties/corner-house-198m2-57352,"House For Sale, located in Kalar, Hiwa City, with an area of 198m², the price is $84,150. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Playground', 'Green Area']",House,"$84,150",Iraq
Corner House,2,2,1937.5 sqft,"Shari Shko, Kalar",https://homele.com/properties/corner-house-67620,"House (Diamond Offer) For Sale, located in Kalar, Shari Shko, with an area of 180m², the price is $58,500. - Type B Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms","['Parking Spaces', 'Double Glazed Windows', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Internet']",House,"$58,500",Iraq
Apartment (6th floor),1,1,871.88 sqft,"Shari Sharan, Sulaymaniyah",https://homele.com/properties/apartment-6th-floor-58700,"Apartment For Sale, located in Sulaymaniyah, Shari Sharan, with an area of 81m², the price is $39,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - floor number: 6","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Storage Space', 'CCTV Security']",Apartment,"$39,500",Iraq
House (200m²),4,2,2152.78 sqft,"Soma City, Kirkuk",https://homele.com/properties/house-200m2-58759,"House (Type D) For Sale, located in Kirkuk, Soma City, with an area of 200m², the price is IQD 235,000,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'Central Air-Conditioner', 'Satellite/Cable TV', 'CCTV Security', 'Security Staff', 'Waste Disposal']",House,"$165,727",Iraq
Apartment in Installment,3,2,1776.04 sqft,"New Chwar Chra, Sulaymaniyah",https://homele.com/properties/apartment-in-installment-52114,"Apartment For Sale, located in Sulaymaniyah, Chwar Chray Nwe, with an area of 165m², the price is $112,000. Payment Plan: - Down payment 10,000$ - Monthly Installment (Year 1 and 2) 450$ - Monthly Installment (Year 3 and 4) 550$ - Annual Installment (Year 1, 2 and 3) 5,200$ - Handover the key 10,000$ - Monthly installment after handover the key 875$ Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms",[],Apartment,"$112,000",Iraq
Apartment (142m²),2,2,1528.47 sqft,"Harir Towers, Baghdad",https://homele.com/properties/apartment-142m2-46810,"Apartment For Sale, located in Baghdad, Harir Towers, with an area of 142m², the price is IQD 305,300,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Playground', 'Green Area']",Apartment,"$215,304",Iraq
Stylish 2BR Apartment in Baghdad View,2,2,1485.42 sqft,"Baghdad View, Baghdad",https://homele.com/properties/stylish-2br-apartment-in-baghdad-view-75218,"Apartment For Sale, located in Baghdad, Baghdad View, with an area of 138m², the price is IQD 170,000,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'Satellite/Cable TV', 'CCTV Security']",Apartment,"$119,887",Iraq
Spacious 4-Bedroom Apartment,4,3,2561.81 sqft,"Cavalli Tower, Erbil",https://homele.com/properties/spacious-4-bedroom-apartment-81819,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 238m², the price is $261,800. - Dream City View Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 16",[],Apartment,"$261,800",Iraq
Modern 2 Bedroom Apartment in Slemani,2,2,1517.71 sqft,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/modern-2-bedroom-apartment-in-slemani-69888,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 141m², the price is $100,000. - project view payment plan: - Down payment $25,000 - with the Structure $25,000 - Handover the key $25,000 - Remaining amount $25,000 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 13","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Storage Space', 'CCTV Security']",Apartment,"$100,000",Iraq
Apartment (2+1),2,1,1097.92 sqft,"Qaiwan Mirador, Erbil",https://homele.com/properties/apartment-21-66598,"Apartment for sale in Erbil, Qaiwan Mirador - 2 Bedrooms, Living room, Kitchen, 1 Bathroom - With an area of 102 sqm - Building C, 5th Floor - The price per meter is $780 - The total price is $79,560 The payment plan: - Down payment $31،824 - With handover $19,890 (%25) - %35 Remaining amount($27,846) will be paid in 60 Months, each month ($464)","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",Apartment,"$79,560",Iraq
Apartment (2+1),2,1,1593.06 sqft,"Kurdistan City, Erbil",https://homele.com/properties/apartment-21-69764,"Apartment For Sale, located in Erbil, Kurdistan City, with an area of 148m², the price is $40,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 7","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",Apartment,"$40,000",Iraq
Modern Apartment in Vana Towers,2,2,1937.5 sqft,"Vana Towers, Erbil",https://homele.com/properties/modern-apartment-in-vana-towers-83390,"Apartment For Sale, located in Erbil, Vana Towers, with an area of 180m², the price is $135,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 7","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,"$135,000",Iraq
House Opposite Garden,4,3,1614.59 sqft,"Hawlery Nwe, Erbil",https://homele.com/properties/house-opposite-garden-83387,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $140,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2",[],House,"$140,000",Iraq
Cozy 1-Bedroom Apartment For Sale,1,1,1367.02 sqft,"Empire Wings, Erbil",https://homele.com/properties/cozy-1-bedroom-apartment-for-sale-83386,"Furnished Apartment For Sale, located in Erbil, Empire Wings, with an area of 127m², the price is $125,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 4","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Gym', '24hr Electricity']",Apartment,"$125,000",Iraq
Prime Residential Land Available,N/A,N/A,3229.17 sqft,"Baghlumnara, Erbil",https://homele.com/properties/prime-residential-land-available-83359,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 300m², the price is $84,000.",[],Residential Plot,"$84,000",Iraq
Bright and Spacious Apartment for Sale,1,1,904.17 sqft,"Star Towers, Erbil",https://homele.com/properties/bright-and-spacious-apartment-for-sale-79868,"Apartment For Sale, located in Erbil, Star Towers, with an area of 84m², the price is $75,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 12","['Balcony', '24hr Electricity', 'Internet', 'Pets Allowed', 'Fire Fighting', 'Office']",Apartment,"$75,000",Iraq
Cozy 4 Bedroom House in Erbil,4,2,1614.59 sqft,"Hawlery Nwe, Erbil",https://homele.com/properties/cozy-4-bedroom-house-in-erbil-83378,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $103,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces']",House,"$103,000",Iraq
Two Residential Plot,N/A,N/A,2152.78 sqft,"Arab kand, Erbil",https://homele.com/properties/two-residential-plot-83375,"Two Residential Plot For Sale, located in Erbil, Arab kand, with an area of each 200m², the price of each is $17,500.",[],Residential Plot,"$17,500",Iraq
New House,4,2,1506.95 sqft,"Zanayan, Erbil",https://homele.com/properties/new-house-83373,"House For Sale, located in Erbil, Zanayan, with an area of 140m², the price is $172,500. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces']",House,"$172,500",Iraq
Residential Plot in Arab kand,N/A,N/A,2152.78 sqft,"Arab kand, Erbil",https://homele.com/properties/residential-plot-in-arab-kand-83376,"Residential Plot For Sale, located in Erbil, Arab kand, with an area of 200m², the price is $17,000.",[],Residential Plot,"$17,000",Iraq
Cozy 1-Bed Apartment in Empire Wings,1,1,1162.5 sqft,"Empire Wings, Erbil",https://homele.com/properties/cozy-1-bed-apartment-in-empire-wings-83366,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 108m², the price is $102,500 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 6","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Playground']",Apartment,"$102,500",Iraq
Cozy 3 Bedroom House in Bakhtyari,3,2,1076.39 sqft,"Bakhtyari, Erbil",https://homele.com/properties/cozy-3-bedroom-house-in-bakhtyari-83358,"House For Sale, located in Erbil, Bakhtyari, with an area of 100m², the price is $97,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 2",[],House,"$97,000",Iraq
Residential Plot Opposite Garden,N/A,N/A,1614.59 sqft,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-opposite-garden-83362,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 150m², the price is $59,000.",[],Residential Plot,"$59,000",Iraq
Modern Apartment with Stunning Views,2,2,1948.27 sqft,"Swiss Compound, Baghdad",https://homele.com/properties/modern-apartment-with-stunning-views-82094,"Apartment For Sale, located in Baghdad, Swiss Compound, with an area of 181m², the down payment price is $20,634. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 19","['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'Satellite/Cable TV']",Apartment,"$257,925",Iraq
New Apartment,4,4,2873.96 sqft,"Downtown, Baghdad",https://homele.com/properties/new-apartment-80511,"Apartment For Sale, located in Baghdad, Downtown, with an area of 267m², the price is IQD 574,050,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 4 Bathrooms","['Balcony', 'Parking Spaces', 'Electricity Generator', 'Central Air-Conditioner', 'Double Glazed Windows', 'Satellite/Cable TV']",Apartment,"$404,832",Iraq
4 Bedroom House in a New Project,4,3,2152.78 sqft,"Emerald City, Kirkuk",https://homele.com/properties/4-bedroom-house-in-a-new-project-72323,"House For Sale, located in Kirkuk, Emerald City, with an area of 200m², the price is IQD 260,000,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Sewerage System', '24hr Electricity']",House,"$183,357",Iraq
Exclusive Offers for University Teachers,3,3,1840.63 sqft,"Emperor Hills Complex, Baghdad",https://homele.com/properties/exclusive-offers-for-university-teachers-71732,"University Teachers Offers: * The Down Payment has been increased to 16,672,500 IQD (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 171m², the price is IQD 333,450,000. - Building C5 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 7","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",Apartment,"$235,156",Iraq
Spacious Apartment in Baghdad,2,2,1689.93 sqft,"Buruj Residential Complex, Baghdad",https://homele.com/properties/spacious-apartment-in-baghdad-68309,"Apartment For Sale, located in Baghdad, Buruj Residential Complex, with an area of 157m², the price is IQD 412,125,000. - Building Hadeer H Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Balcony', 'Central Air-Conditioner', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff']",Apartment,"$290,639",Iraq
Apartment (156.6m²),2,2,1689.93 sqft,"Pak Towers, Sulaymaniyah",https://homele.com/properties/apartment-1566m2-65608,"Apartment For Sale, located in Sulaymaniyah, Pak Towers, with an area of 156.6m², the price is $145,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'Storage Space', 'Satellite/Cable TV']",Apartment,"$145,000",Iraq
"Modern Apartment in Erbil, Alaska Towers",1,1,1087.15 sqft,"Alaska Towers, Erbil",https://homele.com/properties/modern-apartment-in-erbil-alaska-towers-73297,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 101m², the price is $77,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 12","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$77,500",Iraq
Apartment (3+1),3,2,2185.07 sqft,"Wais Tower, Sulaymaniyah",https://homele.com/properties/apartment-31-65376,"Apartment For Sale, located in Sulaymaniyah, Wais Tower, with an area of 203.3m², the price is $142,100. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Balcony', 'Electricity Generator', 'Central Air-Conditioner', 'Double Glazed Windows', 'CCTV Security', 'Waste Disposal']",Apartment,"$142,100",Iraq
Apartment (1+1),1,1,1270.14 sqft,"London Towers, Erbil",https://homele.com/properties/apartment-11-66659,"Apartment For Sale, located in Erbil, London Towers, with an area of 118m², the price is $123,900. - Building C Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom","['Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'Security Staff', '24hr Electricity', 'Playground']",Apartment,"$123,900",Iraq
Luxurious 17th Floor Apartment with 2 Bedrooms,2,2,1442.36 sqft,"Asco International City, Erbil",https://homele.com/properties/luxurious-17th-floor-apartment-with-2-bedrooms-77136,"Apartment For Sale, located in Erbil, Asco International City, with an area of 134m², the price is $111,220. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 17","['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'Storage Space', 'Satellite/Cable TV']",Apartment,"$111,220",Iraq
Residential Plot Opposite Garden,N/A,N/A,3067.71 sqft,"Kark 2, Erbil",https://homele.com/properties/residential-plot-opposite-garden-83353,"Residential Plot For Sale, located in Erbil, Kark 2, with an area of 285m², the price is $105,000.",[],Residential Plot,"$105,000",Iraq
Spacious House with 5 Bedrooms,5,4,3767.36 sqft,"Ganjan City, Erbil",https://homele.com/properties/spacious-house-with-5-bedrooms-83352,"House For Sale, located in Erbil, Ganjan City, with an area of 350m², the price is $260,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'CCTV Security', '24hr Electricity', 'Green Area', '24hr Water']",House,"$260,000",Iraq
Spacious House in Al Jawahery Residential City,4,3,2152.78 sqft,"Al Jawahery Residential City, Baghdad",https://homele.com/properties/spacious-house-in-al-jawahery-residential-city-75438,"House For Sale, located in Baghdad, Al Jawahery Residential City, with an area of 200m², the price is IQD 290,000,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Sales Center : Baghdad - Al Mansour - Jordan Street - Near Said Halib intersection - Call Center : 7740 - WhatsApp : +9647874777177","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff']",House,"$204,514",Iraq
Modern Apartment in English Tower,2,2,1345.49 sqft,"English Tower, Erbil",https://homele.com/properties/modern-apartment-in-english-tower-71079,"Apartment For Sale, located in Erbil, English Tower, with an area of 125m², the price is $133,750. - building A3 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 3","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$133,750",Iraq
Spacious Apartment in Life Towers,2,2,1862.15 sqft,"Life Towers, Erbil",https://homele.com/properties/spacious-apartment-in-life-towers-83349,"Furnished Apartment For Sale, located in Erbil, Life Towers, with an area of 173m², the price is $102,500. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 8",[],Apartment,"$102,500",Iraq
Family Home in Kirkuk,4,2,2152.78 sqft,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/family-home-in-kirkuk-76078,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m², the price is IQD 180,000,000. - Type A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",House,"$126,940",Iraq
House (No. 43),4,3,2152.78 sqft,"Crystal City, Kirkuk",https://homele.com/properties/house-no-43-62733,"House For Sale, located in Kirkuk, Crystal City, with an area of 200m², the price is IQD 215,000,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",House,"$151,622",Iraq
House in Aram City 3,4,2,2152.78 sqft,"Aram City 3, Kirkuk",https://homele.com/properties/house-in-aram-city-3-59167,"House For Sale, located in Kirkuk, Aram City 3, with an area of 200m², the price is IQD 225,000,000. - A-180 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",House,"$158,675",Iraq
Apartment in Installment,2,2,1506.95 sqft,"Infinity Towers, Sulaymaniyah",https://homele.com/properties/apartment-in-installment-62162,"Apartment For Sale, located in Sulaymaniyah, Infinity Towers, with an area of 140m², the price is $116,000. - Building A Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 6","['Balcony', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$116,000",Iraq
House (200m²) in Installment,4,2,2152.78 sqft,"Bawabat Kirkuk, Kirkuk",https://homele.com/properties/house-200m2-in-installment-58881,"House For Sale, located in Kirkuk, Bawabat Kirkuk, with an area of 200m², the price is IQD 210,000,000. Payment Plan for the First Three Years * Reservation payment IQD 5,000,000 * First Payment, Signing the Contract (1-1-2025) IQD 15,000,000 * Second to sixth Payment (1-7-2025) to (1-7-2027) IQD 18,000,000 * Seventh Payment with Handover the Key (1-1-2028) IQD 35,000,000 Monthly Payments will start after three years From (1-2-2028) to (1-1-2029) * First to eleventh Monthly Payment (1-2-2028) to (1-12-2028) IQD 600,000 * Yearly Payment (1-1-2029) IQD 8,000,000 Monthly Payments From (1-2-2029) to (1-1-2030) * First to eleventh Monthly Payment (1-2-2029) to (1-12-2029) IQD 650,000 * Yearly Payment (1-1-2030) IQD 8,000,000 Monthly Payments From (1-2-2030) to (1-1-2031) * First to eleventh Monthly Payment (1-2-2030) to (1-12-2030) IQD 650,000 * Yearly Payment (1-1-2031) IQD 8,000,000 Monthly Payments From (1-2-2031) to (1-1-2032) * First to eleventh Monthly Payment (1-2-2031) to (1-12-2031) IQD 650,000 * Yearly Payment (1-1-2032) IQD 8,000,000 Monthly Payments From (1-2-2032) to (1-7-2032) * First to fifth Monthly Payment (1-2-2032) to (1-6-2032) IQD 650,000 * Yearly Payment (1-7-2032) IQD 8,000,000 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",House,"$148,096",Iraq
Apartment (3+1),3,1,1194.79 sqft,"Bardasur Heights, Kalar",https://homele.com/properties/apartment-31-64596,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m², the price is $63,000. - Corner, Sulaymanya & Rizgary view - Building A7 Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$63,000",Iraq
Apartment (148m²),2,2,1593.06 sqft,"Royal City, Sulaymaniyah",https://homele.com/properties/apartment-148m2-65324,"Apartment For Sale, located in Sulaymaniyah, Royal City, with an area of 148m², the price is $82,880. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Storage Space', 'Satellite/Cable TV', 'CCTV Security']",Apartment,"$82,880",Iraq
House (306m²),5,4,3293.75 sqft,"Royal City, Kalar",https://homele.com/properties/house-306m2-58304,"House (Type B) For Sale, located in Kalar, Royal City, with an area of 306m², the price is $255,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms","['Balcony', 'Double Glazed Windows', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Internet']",House,"$255,000",Iraq
